text,label
@ddlovato Bill Beckett And lovato are homies who knew! ,Neutro
@sdownes1972 thx Stu will do! ,Neutro
yay!!! hcc then sand key &amp; surfing. Big waves!! ,Neutro
nite twitterville  workout in the am  -ciao,Neutro
"@ParkRat It's my view, not yours -- yours is the same ",Neutro
@plasticfuzzies who you goin with timmy!! you know my birthday is on the 19th...so maybe go again then! ,Neutro
goodnight ,Neutro
"@ummahfilms bro update your twitter link at youtube, its twitter.com not tweeter.com ",Neutro
@DanniAsheOnline I wholeheartedly agree with you on that one! ,Neutro
@darylsws  Morning  What's up?,Neutro
@djmafia20 wha'ever. i'll plug it into my phone. and see you on the 25th!! ,Neutro
Off to bed! Night people. ,Neutro
"200+ denyhosts emails in the mailbox this morning, perhaps I should put up a message saying the root user has ! in /etc/shadow ? ",Neutro
this week starts - on tuesday... ,Neutro
http://twitpic.com/2y3zs - Kelly Clarkson!! ,Neutro
Francis is feeling emilie autumnal and appears to have got to stevenage at some sort of supraluminal velocity! ,Neutro
@angiem93 well I will just keep on posting pics of my boy for everyone to see    http://twitpic.com/2y436,Neutro
I almost want one. http://bit.ly/T8KBb    maybe ,Neutro
@fartingpen agreed ,Neutro
"loves having a lot of work that needs doing, this should keep me occupied for the next 2 days.  http://plurk.com/p/mzyb1",Neutro
@hellobebe I also send some updates in plurk but i upload photos on twitter!  you didnt see any of my updates on plurk? Zero? ,Neutro
"@bloodandmilk Neat!  Red Cross &amp; Red Crescent-Red Lion with Sun (that one was withdrawn--Unity, I stand with them. ",Neutro
Gooooooood morning to ya all! ,Neutro
@Rachel_New A teeny bit? You dating a leprechaun? ,Neutro
Almost Wednesday...NIte all. ,Neutro
@inlookout Did you try looking in your junk mail? Pls DM me your email so I can check it out for you ,Neutro
@Stacey9705 ahh hi stacey! ,Neutro
@lizpdx Lol..no prob! We cant rant about it tomorrow. ,Neutro
@markvanbaale the one that has my heart ,Neutro
is trying to get done with her research and go away for the weekend... ,Neutro
Talking to alicia about twitter ,Neutro
CONGRATULATIONS TAKAMASU ISHIHARA AKA MIYAVI! ,Neutro
@whiteguysdancin E. Only when my pain subsides enough for me to hurt myself and do it ,Neutro
in Aries with peter and luke ,Neutro
"http://tinyurl.com/dcupoy if this commercial doesn't make you horny, i don't know what can! ",Neutro
@sdotkdotc Maybe..just so I don't Chris Brown her ass.  j/k..or am I..?,Neutro
"@bloodandmilk Neat!  Red Cross &amp; Red Crescent-Red Lion with Sun (that one was withdrawn)--Unity, I stand with them. ",Neutro
@beanXcore i do have one ,Neutro
@MajorGutterball and goodnight also! ,Neutro
@MrChInBsC changed the channel... ,Neutro
@littleunred runy baby run ,Neutro
@Scyranth ,Neutro
now the jOSui GD Env will have Search ,Neutro
Welcoming two soooper dudes @Sayanosauras and @vinu_ms to twitter ,Neutro
After a weekend that'll never forget...its back to grindin ,Neutro
...and relax! I'm on the train!!  you don't get drama like that on the BBC! ,Neutro
just finished painting the tree for my mural.  I can't wait until its done.,Neutro
@MrSocial sounds gooddd ,Neutro
@markjarvis oh goody. i just have to find a copy! ,Neutro
"Ugh @TreyDerbes now I have that song in my head! @spoonbender, trey offered us &quot;all access&quot; to his next dance party, sounds kinda sleazy? ",Neutro
@macosken  Am I going to have to tell you to go home and get your shine box ,Neutro
@pinkcat Bonjour le chat ,Neutro
Finally! I just created my WordPress Blog. There's already a blog up on the Seattle Coffee Community  ... http://tinyurl.com/c5uufd,Neutro
Finally getting to see the hills. ,Neutro
@Strawburry17 you. can. do it!!! ,Neutro
@pinkcat Morning ,Neutro
jake shows me gh metallica  http://pikchur.com/t4c,Neutro
Going training with a bug in my system. Thank god Shihan is coming up ,Neutro
@inprogress Let me know if you need any help. ,Neutro
stuffed with cupcakes and marshmallows from baked butter goods ,Neutro
@GoldenFish00 I've got the DVD! (well it's not mine!) ,Neutro
"Yesss, Chris's parents are going out of town on Friday till May. You know what that means... Rachel is moving temporarily ",Neutro
@Lukaskywalker I watched oth s5 again ,Neutro
"@sendchocolate Jsut visited you blog, can't see any noticeable changes yet, and it's time to get 'stuff' done, I'll check it later ",Neutro
@ColorBakery Thankyou ,Neutro
says suggest ng names ng dogs oh. mey 4 kming puppies. 2 lalaki 2 babae  http://plurk.com/p/mzz7b,Neutro
@timjennion morning mr  hows things?,Neutro
"@tsarnick I know, i apologized to her ",Neutro
@jprice swing thru htwn &amp; get me 1st ,Neutro
"@efng   &quot;Now, if we only had a wheelbarrow...&quot;  ",Neutro
@xShorty4Lifex thanx  ,Neutro
"@Fang04 i dont know how to tell u this, but ive found soemone else...jk ",Neutro
Watching Serendipity on the phone then sleeep! Night. ,Neutro
working out at the hotel gym.  112 calories burned.,Neutro
"This is the coolest testament to Jonanthan - sitting here, deciding how we're going to change the world.   Big stuff not required.  ",Neutro
Is going to Origin I &amp; III oh yeah  thankyou Mr Rudd. Flights accom tickets. Can't wait!!,Neutro
in France tmrw ,Neutro
"About to dash again! This is what happens when you sleep all day, you HAVE to party all night. ",Neutro
@mozy19 you and me both   go #canucks go!,Neutro
Look at what just arrived at the R.AGE office?  - NC http://twitpic.com/2y4c4,Neutro
"@mileycyrus napping, i guess ",Neutro
@RightGirl Give it a try. Twitter will still be here if you can't. ,Neutro
"@ryanmwilson hmmm,i'll try to help you come up with something ",Neutro
"Het Tony, isn't you given forename &quot;Anthony&quot;? So that would make you no so cool.....right? TW ",Neutro
@PeterDeeTM how about twittin a LIIIITTLE dean keally hint? ,Neutro
@Chifor cu placere ,Neutro
@dmcar I still wear the bottoms of my trousers rolled ,Neutro
www.twitter.com/Go0seEgg .. add our baby!!! ,Neutro
Testing out my DSi on this site. It rocks ,Neutro
@Najoo heyyyy miss you too honey  (F),Neutro
Believe it or not...I'm on vacation (well deserved) from 9th to 24th of April...God save my boss ,Neutro
@pinguino Does this party have a date? ,Neutro
@dhewlett Ignore a mySQL problem until tomorrow? You're definitely still a system admin at heart ,Neutro
Sleepy time with @johnheimkes ,Neutro
reading fanfiction. possibly going to get myself a piece of toast. ,Neutro
@Roses_Are_Red yay thx ,Neutro
rawr!  boredd out of my brain ,Neutro
@surial ,Neutro
@mattgalloway heh heh ,Neutro
woop re-birth TODAY! woop woop then doctors. then SLEEP!!!!!!!! todaya will be goood ,Neutro
@chrisjkamrada http://twitpic.com/2xw19 - i would if i was your gf ,Neutro
@ArfanChaudhry  Candles are not ment for a specific gender. Im telling u. U gotta be open to things of life. Don't matter what it is. ,Neutro
@emflip we need tweetbook. everyone is on facebook and no one will read my twitters! ,Neutro
@Mike_Greening .Man - you need to get back on the horse. ,Neutro
"ah...another day done...time for bed, gotta do it all over again tomorrow!  Night night ya'll!",Neutro
"@Malunis Ohh! Classics Armada. I'd want the Seekers in that series, or the minicons. ",Neutro
@hellivina I second that. ,Neutro
@Jen_Huckdoll I'm headed to bed soon. Maybe.  I miss my west coast time zone days.,Neutro
Time for breakfast and then off to work. Going to visit a musical tonight. Looking forward to that ,Neutro
"So just started, just seeing what it's all about. ",Neutro
watching star world ,Neutro
@KinokuniyaAust YAYYY! I shall have to buy when I come for the City of Glass bookclub thing ,Neutro
 &quot;I'm a freelance writer for Braille porn and a stunt double for a hand model for Palmolive dishwashing liquid.&quot; [from @ShinyHappyHead],Neutro
all done   time for bed.  buenas noches!!,Neutro
I wanna get stonded and watch this movie again ,Neutro
"@danseto Roger that, sir! ",Neutro
woo cubs are 1-0!  ,Neutro
sleepy time  see u in the A.M.,Neutro
I am at work.....going shopping soon ,Neutro
@justis likewise ,Neutro
@nicnina www.tolicesdoorkut.com e ria um pouco ,Neutro
and watching Leon.... ,Neutro
@EivindJ I wish my dentist told me that. ,Neutro
"@shemah hey Shem, I just watched the trailer of the Transformers 2 over at JPP, with Lucas and he was mesmerized! ",Neutro
@FRESHselects haha..okay! ,Neutro
@MelanieMerkosky  heres a link to a blog post i made about how to sign up for you and angel http://babyboxes.livejournal.com/123900.html,Neutro
@googeegoo that works  What would you like to do?,Neutro
Still tryna figure out Twitter. I thought I had it but hold on for me guys ,Neutro
Finally going to bed.. ,Neutro
can't wait for the Hannah Montana Movie. ,Neutro
@koriannespeaks  your blog is like an addiction for me.,Neutro
changing from bhs a1 hl to a1 sl ,Neutro
is learning to Tango with D ,Neutro
@decryption Two words for you: 'Physical Challenge!' ,Neutro
http://twitpic.com/2y4g4 - On the red carpet. Oh yeah. ,Neutro
sleepover with Corey and Korey. ,Neutro
Re-installing KOTOR 1. Intending to finish it this time. ,Neutro
"@thebigfelafel Oh, just saw this reply, I guess ignore number 2 in my DM ",Neutro
@LauralKGW It wouldn't be Easter in the Portland area if there wasn't rain.  I have 18 years of experience in it. ,Neutro
@derangedangel cheer up its our birthday soon ,Neutro
"@lordshaper baited breath, huh?    I hope we can't maintain those expectations!  Shooting for an update this weekend.  keep u posted!",Neutro
@BuzzEdition  nite you ,Neutro
@phatelara hi Debbs! ,Neutro
@EvanKirkendall question! if you could get anything from australia as a present .. what would that be? ,Neutro
A jar of jif and a spoon is all I need ,Neutro
today felt like another fricken day out in the battlefield. but i definitely won the war this day. luv ya my frenz ,Neutro
"Over here in Germany we have no Crisis, WE ARE CRISIS   ",Neutro
"I'm still at work pricing some items, finishing flyers and finalizing plans for the pajama jammie jam next Friday @ tha undaground. ",Neutro
@xjizzlebabix Can you HEAR me now?  http://snipr.com/fe6zu,Neutro
@ingridmusic I can't wait! I'll def. come out to see you when you come to Portland ,Neutro
"By the way, I almost forgot! There's an article about twitter in a maltese magazine ",Neutro
Sitting at his mom's work.  Craving tea.,Neutro
Wondering why Twitter had the arse with me last night. Bizarro!  xx,Neutro
@Aaronshale cheers bruv! We've been delayed so spending a day in Houston. 2nd pint of the morning! ,Neutro
HEY GUYS EVERYONE ADD @MattWayneCeleb please and thank you ,Neutro
@maxandcats there was an avvie of me but this is bunny week! my pic returns on Monday ,Neutro
@photojack I like audio podcasts. I listen while driving and walking (exercise). And lets face it - some people don't belong on video. ,Neutro
Sleeeepin. Gotta rest up to finish painting ,Neutro
@brandonjshaw alex has a problem staying awake for any movie... ,Neutro
is twittering at uni ,Neutro
waiting for the pizza to bakee ,Neutro
@MrYoungHarlem  getting splashy I see ,Neutro
@RayWJohnson ha ha ha! I bet you do! ,Neutro
"tea and the tonight show  .. say hello to john melendez, kevin eubanks, and the tonight show band!",Neutro
"A three day week! Oh, if every working week was three days! ",Neutro
@Schofe morning Philip  what a pain!!   ahem!!,Neutro
@jakechew ang ganda nga ng mr. intentional ,Neutro
@colourfulmoney nothin layin in bed watchin tv  what u doin,Neutro
"@musicthelev owww, mau donk diajarin... ",Neutro
@andy065 podcasts are on my laptop ,Neutro
I'm on a boat ,Neutro
@godsgirlsCAM read and put a question in there for ya  but of course.,Neutro
3. Just kidding! I won't spam y'all anymore. ,Neutro
@Alleycat24 Goodnight ,Neutro
@nicolerichie Opps I meant &quot;summer vacation&quot; I had the cassette tape ,Neutro
@maymaym My #kfanyc is not up because I do not have server space.  Will fix that in May.  Everything can happen in May. ,Neutro
"@JayJayKlees Well, I think you should go search for the pot of gold ",Neutro
"Anybody in Atlanta hiring if you are looking for IT pro in Networking, please let me know ",Neutro
Trying To Figure Out This Twitter Thing ,Neutro
TweetDeck supports ?????? ,Neutro
HEY GUYS EVERYONE ADD @MattWayneCeleb please and thank you ,Neutro
looooooong day ahead! another sunny day ,Neutro
@cheekipoo Don't let that stop you coming along ,Neutro
I like saving money ,Neutro
"Ava has just taken me for a short walk to the shop, to buy cigarettes  http://apps.facebook.com/dogbook/profile/view/6352671",Neutro
Just typed up massive trench warfare plans for the defense of the Papal States in 1983. &lt;3 forum-based geopolitical wargames. ,Neutro
@NicoleVilareal heyy yess  whats up dude!?,Neutro
"@scrivener Afterwards, spoke with my Mom -- she argued in your defense, ahupua'a and all! ",Neutro
@KnitLuck I have crocheted washcloths in my store - afghanartistry ,Neutro
I suddenly have the urge to watch Karate Kid and catch flies with chopsticks. Must be time to eat oriental. ,Neutro
Mmmmm wings  http://twitpic.com/2y4o6,Neutro
@ThisismyiQ Q g0 t0 bed!!  wat r u doinggggg??,Neutro
Sleeeep time! I'll check back in tomorrow!  raining tomorrow? wtheck?,Neutro
@tommcfly Hello! You should have the cereal with loads of sugar ,Neutro
is coloring! ,Neutro
@MiltyKiss sadness! but they are credited in the movie! ,Neutro
Just working again..... We gonna digitalhero some ship today ,Neutro
"Ok.. so Dunkroos could not be found, but I found something called Dunk 'ems and the flavor is &quot;Awesomely Oreo&quot; I shall now try it ",Neutro
Listening to Honor Society ,Neutro
waiting for the clock to turn 5 so i can go home ,Neutro
What a session! Headin' to my lady's house for some home cookin' ,Neutro
@wpwebhost Have you prepared the 110 x 80px banner? ,Neutro
can't stop laughing ,Neutro
@gordonchiu You're one letter alway!    Koreans don't use &quot;X&quot; so there's no hope for me. ,Neutro
@idonthavefleas ,Neutro
http://rapidshare.com/files/218348030/Summer_CD_2009.zip.html A mix i made if you want to listen to some new-ish indie pop/rock stuff ,Neutro
@SathyaBhat Ahan  let me eat his head then! Danke!,Neutro
Time for nite nite I guess ,Neutro
"eww maths, one day till holidays ",Neutro
is at 98 followers ,Neutro
"Today its biz side vs dev side @yunoo  Tennis, bowling &amp; beers! Let the games begin...",Neutro
Did You Know what is happening? - http://www.youtube.com/watch?v=IUEhASXb8EM isa un kodoliga futuralogija ,Neutro
listening to songs  ,Neutro
@johannacherry come stay at mine on friday ,Neutro
@demib hopefully they are just followers rather than stalkers ,Neutro
@blueflameit I wish they are all ex red arrows and I have had the privilege of flying with them  http://theblades.biz,Neutro
HEY GUYS EVERYONE ADD @MattWayneCeleb please and thank you ,Neutro
Goodnight twitterland! Belle and I are going for walks and adventures tomorrow! ,Neutro
@pj23harry you got it ,Neutro
still thinks twitter is a hipster circle jerk ,Neutro
"im off to work, I will returns the hellos when I get home  ",Neutro
"No hunny, there are no vampires ... just bloodsucking salespeople that steal daddy's money...  Day 1 as a Lycan.",Neutro
@Willie_Day26 why are you still up? ,Neutro
@dancemasstv thank you! ,Neutro
Watching spongebob till I fall asleep ,Neutro
"@icywings11 Just downloading it now Icy,will let you know what i think when i watch it ",Neutro
watching comedian Nick Griffin.&quot;Life is difficult that's why I love sleeping.It's like temporary suicide..but you wake up refreshed.&quot;  ,Neutro
is now at FILDIAS  http://plurk.com/p/n03es,Neutro
"and also, i'm leaving - see you on the train all.. ",Neutro
"@Kenichan close, but no cigar.  banana-toffee ",Neutro
@blueaero ooo it's fantasy?  i like fantasy novels   will check it out,Neutro
is home from justin's farewell dinner.. don't die!! ,Neutro
"woohoo, just beat @simX's ass at typeracer...once. ",Neutro
"@FakeCedric Hey Ced, this is KingdomGuard ",Neutro
@middleclassgirl well that was succinct ,Neutro
"@ScarlettDane btw, i saw you're coming to volterra  my house is open if you need a place to stay.",Neutro
sleeping under the stars ,Neutro
Weeeeeeh It's almost tomorrow today! ,Neutro
Until we get to 10.0 unemployment It just time to do part-time and school ,Neutro
Yay i actually slept this morning! ,Neutro
@shipovalov &quot;NOKLA connecting people&quot; ?? ???????  ??????? ,Neutro
I am freakin grateful that I don't work at Fontana Fitness anymore! ,Neutro
Champions League back on tonight ,Neutro
"here are your three videos, use them to meditate  http://tinyurl.com/ebbod1 http://tinyurl.com/ebbod2 http://tinyurl.com/ebbod3",Neutro
for those who are puzzled by umtweeti wam ,Neutro
In weekend am mers pana la padurea din spatele curtii... si uitati ce am gasit!  http://totromancuta.deviantart.com/art/new-born-118398460,Neutro
Sarcasm. Hits me every time as well ,Neutro
"@heiko Yes, she is  http://twitter.com/sevinnyne6126",Neutro
"#SF Bay Area Rides I want a ride, please  SC &gt; LA (santa cruz): Anyone perhaps going to L.. http://tinyurl.com/cactjn",Neutro
Going out soon. Got Mileys CD ,Neutro
"@scrivener: I didn't say it was correct, just what I thought ",Neutro
"@Tammi_LA Not for work...just for personal fulfillment!  I'll call/msg you tomorrow, maybe we can work something out!?",Neutro
bed time ,Neutro
is watching Prince Turns to Frog  http://plurk.com/p/n04bs,Neutro
"@tweeterdiva If time permitted, even with 36,000 followers, I would @Reply everyone back who takes their time to @reply me. ",Neutro
"@Willie_Day26 doing this damn outline for a script! Smh, hella  time consuming. Shouldn't you be taking advantage of some REST, perhaps? ",Neutro
@IamMarkus jep I could use some sleep ,Neutro
Flickr group &quot;Things iPhoto Thinks are Faces&quot;   http://is.gd/r5il,Neutro
getting music updated finally ,Neutro
"Preparing numbers for ReSharper 4.5 release. Who need numbers, I wonder? ",Neutro
@mcawilliams sehr sucht ,Neutro
@snake66 hehe  I knew someone would do the deaf joke :oP  Catch you later hun ,Neutro
@hammett if I'm working with a company a year after 4.0 is released and they are still on 3.0 ,Neutro
@damygeebo Carli's my friend ,Neutro
"@Luke_Stephens: I just said I was wondering about it, not that I wanted it. ",Neutro
@Deroshairjtv actually the world will end at 12/12/12 @12:12am  so the movie must come out before then ,Neutro
Traffic is hell in Athens. Should I quit job to find one closer to home ? ,Neutro
@thusgaard added you on NST ,Neutro
Finished my book-onto #4 now ,Neutro
googling...Biltmore estate....flower festival coming up..looks like a neat place to visit ,Neutro
@Tricia_PsGuard Meeee tooooo. But it's freezing outside and I don't want to miss this!!!! I have a job to do! ,Neutro
@s_constantine Move a bit south for some sun rays ,Neutro
"@MissxMarisa i like coffee, water, coke and beer ",Neutro
"@missygail Shouldn't argue, since you know I'm not going to change my opinion of you ",Neutro
"dum di dum, cant sleeep and can NOT do the stanky leg, FML. ",Neutro
@nassyusof evening primrose oil  and loads of vitamin c,Neutro
taking photography pics of the beach ,Neutro
@lurkey Hurray i got it ,Neutro
@DHughesy Newcastle: Pot Capital of Australia  Well it was I wonder what Newcastle's is.,Neutro
Job searches=lame.  But sending my cover letter to steve to edit/write for me=perfection ,Neutro
@rampantheart ,Neutro
@JennyJS hehe  now i can send him tweets all the time ,Neutro
is just checking things out ,Neutro
@genn_org hey? Where r u? Still in irish pub in Rome? ,Neutro
@dahowlett I take it you won't be at the keynote then ,Neutro
@JaneBelinda and my bro-in-law obviously ,Neutro
@kippygo with ne'er a cellulite dimple in sight ,Neutro
"@icjackson what about Halloween? Maybe not cake and ice cream ... so I guess it would be Hyper Day, not the same. Never mind. ",Neutro
@Mamacitax7 I could survive... ,Neutro
"@bdebow 'Bout Damn Time!  You should also reserve sarcasmagorical, just in case... ",Neutro
oatmeal at 3am &gt; veg soup at 5am. ,Neutro
@CocktailChic oh yes I can see that! lovin it ,Neutro
"@mark_henry You should so do the RB bundle, dude. You're bound to get a gig as a backup Temptation ",Neutro
Im going to home and take the doggies to the park...will twitter from the park ,Neutro
"@AppleCCSF btw, I'm doing all of my CCSF / Communique 5 dev on a MacBook Pro.  ",Neutro
@cybathug .. @FerryCorsten has twitter ,Neutro
RULE OF LIFE#1: STOP SAYING NO WHEN OFFERED COFFEE.  RULE OF LIFE#2: eat lots of people ,Neutro
HEY GUYS EVERYONE ADD @MattWayneCeleb please and thank you ,Neutro
@jhnewf  You inspire me to Twitter a lot ,Neutro
@jilly_t you're baaack!  you must tell me about your escapades!  video chat soon ,Neutro
Having a goooooood afternoon ,Neutro
"Was a &quot;ranger&quot; for a day, sporting red hair in support of my sports day team, who came 2nd. Heading to the pub for teacher's EOT dinner ",Neutro
Sending last documents to accountant. Almost there ,Neutro
@michaelmknight morning ,Neutro
"@3ND14P3 Well, I like the America Ferrera one...but that's it. ",Neutro
@kari_shma http://www.pharmaeffects.com/2008/12/red-bull-the-risks-and-side-effects/ this link is for you. Mind checking it out a bit? ,Neutro
its time ,Neutro
its beginning to feel a lot like summer everywhere i go! ,Neutro
@ichristian works for me ,Neutro
@jennifermf Thank you ,Neutro
GEORGIA. is going on my twitter checking it outt ,Neutro
"@BenjaminEllis Jubilee line to Canning Town, then DLR to Custom House. Takes 20-25mins. ",Neutro
"I am now going to sleep, tweet ya later ",Neutro
gonna help with kids outreach this friday! whee! ,Neutro
@brettbodine MMkay? R u the principal on southpark? ,Neutro
"My friend's short story is going to press!  Congrats, Melody!",Neutro
I miss my boo thaaaaang ,Neutro
@direbonappetit yep  I blame my mate for taking me to see him in Hamlet last year. I wasn't to fussed before then!,Neutro
home time! Two days to go  Going to walk the puppies if I can be bothered...,Neutro
@Mica4Life  dude you didnt even see #house tonight  They made it look like Penn died,Neutro
Yep!  ...out of curiousity though where did ya get those pics of the ferrari from anyway? http://tinyurl.com/dfldvc,Neutro
"just woke up to find out that WeenKee, his guinea-pig just delivered two tiny guinea-pigs to world! Now I have to get the names for them ",Neutro
@joobs Supposing you only have Romanian followers. ,Neutro
"OMG! Indian Home minister got a shoe, Like what Bush got last time  - But there is a difference b/w Chidambaram and Bush ",Neutro
@dougiemcfly  come to my house ,Neutro
going to be  bye bye people!,Neutro
Hitting the hay! YAWN! Goodnight!  xoxo,Neutro
Woke up this morning don't believe what I saw...A hundred million bottles washed up on the shore!!! ,Neutro
@amylynnequist ah. i hear you. hope everything work outs. ,Neutro
http://twitter.com/timeline/direct_messages  Claudia I hope this works  I'm a tweeter too  ,Neutro
helping my dad again with the computer... ,Neutro
@netik no doubt   I love the seemingly random stats.  I'm going to have to incorporate that &quot;26%&quot; into a presentation somewhere.,Neutro
@lisa_mishell7 Not a problem ,Neutro
just found his iPod! ,Neutro
@ryanrfish thank you ,Neutro
HEY GUYS EVERYONE ADD @MattWayneCeleb please and thank you  ... please retweet thank you,Neutro
@zergmoney http://lab.andre-michelle.com/tonematrix  &lt;&lt;&lt; this'll cheer you up ,Neutro
@saritaonline and snoring zzzZzzz.. ,Neutro
"@NoOrdinaryGurl IM NOT THAT DENSE, I DONT PLAY THAT LOW. ",Neutro
BITS GOA forces chief warden to resign after a mass revolt lasting 4 hrs....way to go ppl!!! ,Neutro
can't wait to see steph. ,Neutro
almost there! ,Neutro
@DDGriffith I am truly honoured ,Neutro
@ColdenGrey greeting my canadian friend ,Neutro
@coliwilso ,Neutro
@BradSugars hi had shared with Jim P we had connected on Twitter.  Let me know if soho can assist.,Neutro
"@Steve_Buscemi now now Steve.. it's not about the numbers... quality, not quantity! ",Neutro
goood morning tom and dougie ,Neutro
Morning Everyone ,Neutro
@kitty_stiletto all done - check your blog ,Neutro
@Schofe Hopefully it won't stop you getting to the studio on time. although you could always do a Terry Wogan and broadcast from your car ,Neutro
goodnight everyone ,Neutro
@kannibal How's your holy week coming along? Hope I'm not bothering you but do you think we can get the froulala cards this week? ,Neutro
Another sunny day here in the south of the netherlands ,Neutro
is still freezing in Melbourne but the comedy festival is on  #STAtravel,Neutro
"@GrantACummings Nah. Obama had UNC as his champ, Izzo should get a $479 billion bonus! ",Neutro
"@rachellondon Hahaha,maybe Twitter has a conspiracy and are checking all political based tweets ",Neutro
"Goodnight, can't wait for school in the morning! ",Neutro
"@burlymulligan yes, theeee Target.  it may happen again this week ",Neutro
LMFAO! i put baseball when i ment to put golfball ,Neutro
@ddlovato  let me know when and we'll make it happen.,Neutro
"Ah, Twitter seems to be working again ",Neutro
If a dude can do this I will thank him and shake his hand ,Neutro
is no longer concern about that someone.. hehe ,Neutro
"Morning  in the caravan at the mo and its freezing, but last night was classs  today should be awesomee",Neutro
I would marry someone if it meant they could stay. ,Neutro
"@sp2hari @anomit Neat, I found the answers, Thank you ",Neutro
found it!  listening to blink then going to bed.. xoxo,Neutro
"Phew, remembered an anniversary card   8 years today!",Neutro
"is finally off to bed, made rescue videos and lost sleep.  Rescue me!  http://bit.ly/3pl6Dh",Neutro
"goodmorning, preparing for conference call with the goal to come up with improvement points for internal cooperation.... come to me ideas ",Neutro
&quot;We'll be a beets cover band&quot;. I would pay money to see that ,Neutro
@WarWraith when has that ever stopped you ,Neutro
just found that locavore = a person who goes out of the way to eat food produced locally ,Neutro
"@digitaldocs oh and that one, but the one before the talk ended inside the room, u know delegates asking questions at mic  When me c'ing u",Neutro
www.toutlemondesurcf.blogspot.com ,Neutro
i dont know what im doing here       can you tell me what can i post here?,Neutro
@mpesce Yes you can do that ,Neutro
so follow @tonyhawk. he's the coolest ,Neutro
"@littlewideworld i know but we can dream,wish or just hope! ",Neutro
@dougiemcfly c'mon... say me something. it will cheer me up  say hi you lazards!,Neutro
says RED buhok qku ! .. hihi ..  http://plurk.com/p/n07qu,Neutro
@fuelsource Hi! ,Neutro
watchin movies... chillin ,Neutro
Made my dad a myspace to bring awareness to Alzheimers...add him  http://www.myspace.com/460578844,Neutro
Set up my twitter account! ,Neutro
@marthaFRESH show on april 23rd...pomona college ,Neutro
"@tommcfly awake already? big question, and i have 79 thingys left, can i do an interview with you guys the 18th in A'dam? please reply ",Neutro
But then there's all the rest. ,Neutro
The essays are finished and I'm going hoooooooooome ,Neutro
mil's sms this morn - &quot;good morning. how are u?&quot; so tahching ,Neutro
@grahambattersby holyshitholyshitholyshitholyshit ,Neutro
"off to London, back online 14Th of April, so C U then ",Neutro
goood morning world. I wonder what sort of adventure you have in store for me today? ,Neutro
@JasonAten The D700 rocks every day ,Neutro
@kenyonluke around about mid may for 3 weeks ,Neutro
Can't wait for tomorrow ,Neutro
EBTM.com is BACK?! ,Neutro
@Artytypes No - I won't say what I was gonna say - morning ,Neutro
Another day another... coach load of Brummies ,Neutro
@Candacegirrl Thank God I don't have to take bio! ,Neutro
awake.... on the phone  txt me!,Neutro
"10 blisters from last night's gig, 4 of which have turned/are turning into ulcers of sorts. Still, same gig tonight, again. ",Neutro
"Dear Mr Rudd... Fiber-To-Home? I'll believe it when I see it... And when I see it, I'll hump it  http://ff.im/1XYYd",Neutro
is it night everywhere? or any daylight there.. ,Neutro
http://twitpic.com/2y5d4 - my senior picture ,Neutro
Back from work time for my morning coffee!!! ,Neutro
"@nmogha9 I've never seen that movie, but I like the quote ",Neutro
"Hey, hey, hey! Today's my last day!!!! ",Neutro
is watching Twilight for the millionth time. ,Neutro
@MindyNeedsHubby hey you...how's the husband search going ? spring is in the air...ripe time for the pickin' ,Neutro
Stick around ... we will soon unveil Hacker Evolution for the iPhone/iPod ,Neutro
"@derivadow Life's to short to Scoble it. Did you read Gillmor article re FriendFeed: '15 journalists, technologists, and Robert Scoble.' ",Neutro
GOING TO BED! NIGHT! ,Neutro
is last day of uni tomorrow ,Neutro
"@billglover Yeah, and then call forwarding to my Chinese cell phone. Want to test local call to # -&gt; cell, and I can't call myself ",Neutro
"@miss_tattoo I wish you could, too!  I'm hopin' to get that facetime!  gotta give him that scarf ASAP! should I go a day before or 2?!",Neutro
@dougiemcfly yell something like angelina jolie's on the tele! worked with my dog ,Neutro
eating ice cream ,Neutro
@guardian_renata  you'll have to persuade them ,Neutro
"@timdp, which train? ",Neutro
i think its time for a myspace eedit.. i just ceebs doing it.. besides i am writing my diary for amelia ,Neutro
@nick_carter check it out  http://www.bored.com/pranksite/index.htm,Neutro
The sun is shining! Can I get work squeezed into a morning and escape for an afternoons walking? ,Neutro
got up to take the Mr to work on his birthday ,Neutro
"checking out diigo for #openaustralia #publicwhip for UK &gt; Aus parliamentary info translation, unless you'd like to bring some Lords over ",Neutro
@ainaalano gonzo...continued from last post ,Neutro
@abacab1975 yep...off to work soon ,Neutro
"My sister is currently telling me how 21 year olds should be at the bar, not reading books. Maybe I'll take a book to the bar with me ",Neutro
@Hollywood_Trey ,Neutro
Ordered my DSi and GTA. Can't wait ,Neutro
@radcs when are you putting a photo up? ,Neutro
@gwane and I'd go with either a nose ring or an eyebrow bar... In my opinion ,Neutro
what that - dissertation script is finished and with his tutor for final reading  COME ON!,Neutro
@SITSGirls it does indeed. hope you are well too! why are you awake at this hour? ,Neutro
@sannewielenga thank you ,Neutro
"off to work now,tweet you guys at lunchbreak ",Neutro
talking to @davids2nd ...can't wait to hear the track david and @neljay Recorded ,Neutro
designing my graduation announcements ,Neutro
@joshinthecity Well i'll have you know I got one. AND and Iron. AND a heater. WAY DOMESTICATED ,Neutro
